 Diffraction intensities for potential:x6x6_03D10004.in                        
#    -49     2      -1.0000000000E+000
#    -49     3      -1.0000000000E+000
#    -49     4      -1.0000000000E+000
#    -49     5      -1.0000000000E+000
#    -49     6      -1.0000000000E+000
#    -49     7      -1.0000000000E+000
#    -49     8      -1.0000000000E+000
#    -49     9      -1.0000000000E+000
#    -49    10      -1.0000000000E+000
#    -49    11      -1.0000000000E+000
#    -49    12      -1.0000000000E+000
#    -49    13      -1.0000000000E+000
#    -49    14      -1.0000000000E+000
#    -49    15      -1.0000000000E+000
#    -49    16      -1.0000000000E+000
#    -49    17      -1.0000000000E+000
#    -49    18      -1.0000000000E+000
#    -49    19      -1.0000000000E+000
#    -49    20      -1.0000000000E+000
#    -49    21      -1.0000000000E+000
#    -49    22      -1.0000000000E+000
#    -49    23      -1.0000000000E+000
#    -49    24      -1.0000000000E+000
#    -49    25      -1.0000000000E+000
#    -49    26      -1.0000000000E+000
#    -49    27      -1.0000000000E+000
#    -49    28      -1.0000000000E+000
#    -49    29      -1.0000000000E+000
#    -48    -3      -1.0000000000E+000
#    -48    -2      -1.0000000000E+000
#    -48    -1      -1.0000000000E+000
#    -48     0      -1.0000000000E+000
#    -48     1      -1.0000000000E+000
#    -48     2      -1.0000000000E+000
#    -48     3      -1.0000000000E+000
#    -48     4      -1.0000000000E+000
#    -48     5      -1.0000000000E+000
#    -48     6      -1.0000000000E+000
#    -48     7      -1.0000000000E+000
#    -48     8      -1.0000000000E+000
#    -48     9      -1.0000000000E+000
#    -48    10      -1.0000000000E+000
#    -48    11      -1.0000000000E+000
#    -48    12      -1.0000000000E+000
#    -48    13      -1.0000000000E+000
#    -48    14      -1.0000000000E+000
#    -48    15      -1.0000000000E+000
#    -48    16      -1.0000000000E+000
#    -48    17      -1.0000000000E+000
#    -48    18      -1.0000000000E+000
#    -48    19      -1.0000000000E+000
#    -48    20      -1.0000000000E+000
#    -48    21      -1.0000000000E+000
#    -48    22      -1.0000000000E+000
#    -48    23      -1.0000000000E+000
#    -48    24      -1.0000000000E+000
#    -48    25      -1.0000000000E+000
#    -48    26      -1.0000000000E+000
#    -48    27      -1.0000000000E+000
#    -48    28      -1.0000000000E+000
#    -48    29      -1.0000000000E+000
#    -48    30      -1.0000000000E+000
#    -47    -4      -1.0000000000E+000
#    -47    -3      -1.0000000000E+000
#    -47    -2      -1.0000000000E+000
#    -47    -1      -1.0000000000E+000
#    -47     0      -1.0000000000E+000
#    -47     1      -1.0000000000E+000
#    -47     2      -1.0000000000E+000
#    -47     3      -1.0000000000E+000
#    -47     4      -1.0000000000E+000
#    -47     5      -1.0000000000E+000
#    -47     6      -1.0000000000E+000
#    -47     7      -1.0000000000E+000
#    -47     8      -1.0000000000E+000
#    -47     9      -1.0000000000E+000
#    -47    10      -1.0000000000E+000
#    -47    11      -1.0000000000E+000
#    -47    12      -1.0000000000E+000
#    -47    13      -1.0000000000E+000
#    -47    14      -1.0000000000E+000
#    -47    15      -1.0000000000E+000
#    -47    16      -1.0000000000E+000
#    -47    17      -1.0000000000E+000
#    -47    18      -1.0000000000E+000
#    -47    19      -1.0000000000E+000
#    -47    20      -1.0000000000E+000
#    -47    21      -1.0000000000E+000
#    -47    22      -1.0000000000E+000
#    -47    23      -1.0000000000E+000
#    -47    24      -1.0000000000E+000
#    -47    25      -1.0000000000E+000
#    -47    26      -1.0000000000E+000
#    -47    27      -1.0000000000E+000
#    -47    28      -1.0000000000E+000
#    -47    29      -1.0000000000E+000
#    -47    30      -1.0000000000E+000
#    -47    31      -1.0000000000E+000
#    -46    -6      -1.0000000000E+000
#    -46    -5      -1.0000000000E+000
#    -46    -4      -1.0000000000E+000
#    -46    -3      -1.0000000000E+000
#    -46    -2      -1.0000000000E+000
#    -46    -1      -1.0000000000E+000
#    -46     0      -1.0000000000E+000
#    -46     1      -1.0000000000E+000
#    -46     2      -1.0000000000E+000
#    -46     3      -1.0000000000E+000
#    -46     4      -1.0000000000E+000
#    -46     5      -1.0000000000E+000
#    -46     6      -1.0000000000E+000
#    -46     7      -1.0000000000E+000
#    -46     8      -1.0000000000E+000
#    -46     9      -1.0000000000E+000
#    -46    10      -1.0000000000E+000
#    -46    11      -1.0000000000E+000
#    -46    12      -1.0000000000E+000
#    -46    13      -1.0000000000E+000
#    -46    14      -1.0000000000E+000
#    -46    15      -1.0000000000E+000
#    -46    16      -1.0000000000E+000
#    -46    17      -1.0000000000E+000
#    -46    18      -1.0000000000E+000
#    -46    19      -1.0000000000E+000
#    -46    20      -1.0000000000E+000
#    -46    21      -1.0000000000E+000
#    -46    22      -1.0000000000E+000
#    -46    23      -1.0000000000E+000
#    -46    24      -1.0000000000E+000
#    -46    25      -1.0000000000E+000
#    -46    26      -1.0000000000E+000
#    -46    27      -1.0000000000E+000
#    -46    28      -1.0000000000E+000
#    -46    29      -1.0000000000E+000
#    -46    30      -1.0000000000E+000
#    -46    31      -1.0000000000E+000
#    -45    -7      -1.0000000000E+000
#    -45    -6      -1.0000000000E+000
#    -45    -5      -1.0000000000E+000
#    -45    -4      -1.0000000000E+000
#    -45    -3      -1.0000000000E+000
#    -45    -2      -1.0000000000E+000
#    -45    -1      -1.0000000000E+000
#    -45     0      -1.0000000000E+000
#    -45     1      -1.0000000000E+000
#    -45     2      -1.0000000000E+000
#    -45     3      -1.0000000000E+000
#    -45     4      -1.0000000000E+000
#    -45     5      -1.0000000000E+000
#    -45     6      -1.0000000000E+000
#    -45     7      -1.0000000000E+000
#    -45     8      -1.0000000000E+000
#    -45     9      -1.0000000000E+000
#    -45    10      -1.0000000000E+000
#    -45    11      -1.0000000000E+000
#    -45    12      -1.0000000000E+000
#    -45    13      -1.0000000000E+000
#    -45    14      -1.0000000000E+000
#    -45    15      -1.0000000000E+000
#    -45    16      -1.0000000000E+000
#    -45    17      -1.0000000000E+000
#    -45    18      -1.0000000000E+000
#    -45    19      -1.0000000000E+000
#    -45    20      -1.0000000000E+000
#    -45    21      -1.0000000000E+000
#    -45    22      -1.0000000000E+000
#    -45    23      -1.0000000000E+000
#    -45    24      -1.0000000000E+000
#    -45    25      -1.0000000000E+000
#    -45    26      -1.0000000000E+000
#    -45    27      -1.0000000000E+000
#    -45    28      -1.0000000000E+000
#    -45    29      -1.0000000000E+000
#    -45    30      -1.0000000000E+000
#    -45    31      -1.0000000000E+000
#    -45    32      -1.0000000000E+000
#    -44    -9      -1.0000000000E+000
#    -44    -8      -1.0000000000E+000
#    -44    -7      -1.0000000000E+000
#    -44    -6      -1.0000000000E+000
#    -44    -5      -1.0000000000E+000
#    -44    -4      -1.0000000000E+000
#    -44    -3      -1.0000000000E+000
#    -44    -2      -1.0000000000E+000
#    -44    -1      -1.0000000000E+000
#    -44     0      -1.0000000000E+000
#    -44     1      -1.0000000000E+000
#    -44     2      -1.0000000000E+000
#    -44     3      -1.0000000000E+000
#    -44     4      -1.0000000000E+000
#    -44     5      -1.0000000000E+000
#    -44     6      -1.0000000000E+000
#    -44     7      -1.0000000000E+000
#    -44     8      -1.0000000000E+000
#    -44     9      -1.0000000000E+000
#    -44    10      -1.0000000000E+000
#    -44    11      -1.0000000000E+000
#    -44    12      -1.0000000000E+000
#    -44    13      -1.0000000000E+000
#    -44    14      -1.0000000000E+000
#    -44    15      -1.0000000000E+000
#    -44    16      -1.0000000000E+000
#    -44    17      -1.0000000000E+000
#    -44    18      -1.0000000000E+000
#    -44    19      -1.0000000000E+000
#    -44    20      -1.0000000000E+000
#    -44    21      -1.0000000000E+000
#    -44    22      -1.0000000000E+000
#    -44    23      -1.0000000000E+000
#    -44    24      -1.0000000000E+000
#    -44    25      -1.0000000000E+000
#    -44    26      -1.0000000000E+000
#    -44    27      -1.0000000000E+000
#    -44    28      -1.0000000000E+000
#    -44    29      -1.0000000000E+000
#    -44    30      -1.0000000000E+000
#    -44    31      -1.0000000000E+000
#    -44    32      -1.0000000000E+000
#    -43   -10      -1.0000000000E+000
#    -43    -9      -1.0000000000E+000
#    -43    -8      -1.0000000000E+000
#    -43    -7      -1.0000000000E+000
#    -43    -6      -1.0000000000E+000
#    -43    -5      -1.0000000000E+000
#    -43    -4      -1.0000000000E+000
#    -43    -3      -1.0000000000E+000
#    -43    -2      -1.0000000000E+000
#    -43    -1      -1.0000000000E+000
#    -43     0      -1.0000000000E+000
#    -43     1      -1.0000000000E+000
#    -43     2      -1.0000000000E+000
#    -43     3      -1.0000000000E+000
#    -43     4      -1.0000000000E+000
#    -43     5      -1.0000000000E+000
#    -43     6      -1.0000000000E+000
#    -43     7      -1.0000000000E+000
#    -43     8      -1.0000000000E+000
#    -43     9      -1.0000000000E+000
#    -43    10      -1.0000000000E+000
#    -43    11      -1.0000000000E+000
#    -43    12      -1.0000000000E+000
#    -43    13      -1.0000000000E+000
#    -43    14      -1.0000000000E+000
#    -43    15      -1.0000000000E+000
#    -43    16      -1.0000000000E+000
#    -43    17      -1.0000000000E+000
#    -43    18      -1.0000000000E+000
#    -43    19      -1.0000000000E+000
#    -43    20      -1.0000000000E+000
#    -43    21      -1.0000000000E+000
#    -43    22      -1.0000000000E+000
#    -43    23      -1.0000000000E+000
#    -43    24      -1.0000000000E+000
#    -43    25      -1.0000000000E+000
#    -43    26      -1.0000000000E+000
#    -43    27      -1.0000000000E+000
#    -43    28      -1.0000000000E+000
#    -43    29      -1.0000000000E+000
#    -43    30      -1.0000000000E+000
#    -43    31      -1.0000000000E+000
#    -43    32      -1.0000000000E+000
#    -42   -11      -1.0000000000E+000
#    -42   -10      -1.0000000000E+000
#    -42    -9      -1.0000000000E+000
#    -42    -8      -1.0000000000E+000
#    -42    -7      -1.0000000000E+000
#    -42    -6      -1.0000000000E+000
#    -42    -5      -1.0000000000E+000
#    -42    -4      -1.0000000000E+000
#    -42    -3      -1.0000000000E+000
#    -42    -2      -1.0000000000E+000
#    -42    -1      -1.0000000000E+000
#    -42     0      -1.0000000000E+000
#    -42     1      -1.0000000000E+000
#    -42     2      -1.0000000000E+000
#    -42     3      -1.0000000000E+000
#    -42     4      -1.0000000000E+000
#    -42     5      -1.0000000000E+000
#    -42     6      -1.0000000000E+000
#    -42     7      -1.0000000000E+000
#    -42     8      -1.0000000000E+000
#    -42     9      -1.0000000000E+000
#    -42    10      -1.0000000000E+000
#    -42    11      -1.0000000000E+000
#    -42    12      -1.0000000000E+000
#    -42    13      -1.0000000000E+000
#    -42    14      -1.0000000000E+000
#    -42    15      -1.0000000000E+000
#    -42    16      -1.0000000000E+000
#    -42    17      -1.0000000000E+000
#    -42    18      -1.0000000000E+000
#    -42    19      -1.0000000000E+000
#    -42    20      -1.0000000000E+000
#    -42    21      -1.0000000000E+000
#    -42    22      -1.0000000000E+000
#    -42    23      -1.0000000000E+000
#    -42    24      -1.0000000000E+000
#    -42    25      -1.0000000000E+000
#    -42    26      -1.0000000000E+000
#    -42    27      -1.0000000000E+000
#    -42    28      -1.0000000000E+000
#    -42    29      -1.0000000000E+000
#    -42    30      -1.0000000000E+000
#    -42    31      -1.0000000000E+000
#    -42    32      -1.0000000000E+000
#    -42    33      -1.0000000000E+000
#    -41   -12      -1.0000000000E+000
#    -41   -11      -1.0000000000E+000
#    -41   -10      -1.0000000000E+000
#    -41    -9      -1.0000000000E+000
#    -41    -8      -1.0000000000E+000
#    -41    -7      -1.0000000000E+000
#    -41    -6      -1.0000000000E+000
#    -41    -5      -1.0000000000E+000
#    -41    -4      -1.0000000000E+000
#    -41    -3      -1.0000000000E+000
#    -41    -2      -1.0000000000E+000
#    -41    -1      -1.0000000000E+000
#    -41     0      -1.0000000000E+000
#    -41     1      -1.0000000000E+000
#    -41     2      -1.0000000000E+000
#    -41     3      -1.0000000000E+000
#    -41     4      -1.0000000000E+000
#    -41     5      -1.0000000000E+000
#    -41     6      -1.0000000000E+000
#    -41     7      -1.0000000000E+000
#    -41     8      -1.0000000000E+000
#    -41     9      -1.0000000000E+000
#    -41    10      -1.0000000000E+000
#    -41    11      -1.0000000000E+000
#    -41    12      -1.0000000000E+000
#    -41    13      -1.0000000000E+000
#    -41    14      -1.0000000000E+000
#    -41    15      -1.0000000000E+000
#    -41    16      -1.0000000000E+000
#    -41    17      -1.0000000000E+000
#    -41    18      -1.0000000000E+000
#    -41    19      -1.0000000000E+000
#    -41    20      -1.0000000000E+000
#    -41    21      -1.0000000000E+000
#    -41    22      -1.0000000000E+000
#    -41    23      -1.0000000000E+000
#    -41    24      -1.0000000000E+000
#    -41    25      -1.0000000000E+000
#    -41    26      -1.0000000000E+000
#    -41    27      -1.0000000000E+000
#    -41    28      -1.0000000000E+000
#    -41    29      -1.0000000000E+000
#    -41    30      -1.0000000000E+000
#    -41    31      -1.0000000000E+000
#    -41    32      -1.0000000000E+000
#    -41    33      -1.0000000000E+000
#    -40   -14      -1.0000000000E+000
#    -40   -13      -1.0000000000E+000
#    -40   -12      -1.0000000000E+000
#    -40   -11      -1.0000000000E+000
#    -40   -10      -1.0000000000E+000
#    -40    -9      -1.0000000000E+000
#    -40    -8      -1.0000000000E+000
#    -40    -7      -1.0000000000E+000
#    -40    -6      -1.0000000000E+000
#    -40    -5      -1.0000000000E+000
#    -40    -4      -1.0000000000E+000
#    -40    -3      -1.0000000000E+000
#    -40    -2      -1.0000000000E+000
#    -40    -1      -1.0000000000E+000
#    -40     0      -1.0000000000E+000
#    -40     1      -1.0000000000E+000
#    -40     2      -1.0000000000E+000
#    -40     3      -1.0000000000E+000
#    -40     4      -1.0000000000E+000
#    -40     5      -1.0000000000E+000
#    -40     6      -1.0000000000E+000
#    -40     7      -1.0000000000E+000
#    -40     8      -1.0000000000E+000
#    -40     9      -1.0000000000E+000
#    -40    10      -1.0000000000E+000
#    -40    11      -1.0000000000E+000
#    -40    12      -1.0000000000E+000
#    -40    13      -1.0000000000E+000
#    -40    14      -1.0000000000E+000
#    -40    15      -1.0000000000E+000
#    -40    16      -1.0000000000E+000
#    -40    17      -1.0000000000E+000
#    -40    18      -1.0000000000E+000
#    -40    19      -1.0000000000E+000
#    -40    20      -1.0000000000E+000
#    -40    21      -1.0000000000E+000
#    -40    22      -1.0000000000E+000
#    -40    23      -1.0000000000E+000
#    -40    24      -1.0000000000E+000
#    -40    25      -1.0000000000E+000
#    -40    26      -1.0000000000E+000
#    -40    27      -1.0000000000E+000
#    -40    28      -1.0000000000E+000
#    -40    29      -1.0000000000E+000
#    -40    30      -1.0000000000E+000
#    -40    31      -1.0000000000E+000
#    -40    32      -1.0000000000E+000
#    -40    33      -1.0000000000E+000
#    -39   -15      -1.0000000000E+000
#    -39   -14      -1.0000000000E+000
#    -39   -13      -1.0000000000E+000
#    -39   -12      -1.0000000000E+000
#    -39   -11      -1.0000000000E+000
#    -39   -10      -1.0000000000E+000
#    -39    -9      -1.0000000000E+000
#    -39    -8      -1.0000000000E+000
#    -39    -7      -1.0000000000E+000
#    -39    -6      -1.0000000000E+000
#    -39    -5      -1.0000000000E+000
#    -39    -4      -1.0000000000E+000
#    -39    -3      -1.0000000000E+000
#    -39    -2      -1.0000000000E+000
#    -39    -1      -1.0000000000E+000
#    -39     0      -1.0000000000E+000
#    -39     1      -1.0000000000E+000
#    -39     2      -1.0000000000E+000
#    -39     3      -1.0000000000E+000
#    -39     4      -1.0000000000E+000
#    -39     5      -1.0000000000E+000
#    -39     6      -1.0000000000E+000
#    -39     7      -1.0000000000E+000
#    -39     8      -1.0000000000E+000
#    -39     9      -1.0000000000E+000
#    -39    10      -1.0000000000E+000
#    -39    11      -1.0000000000E+000
#    -39    12      -1.0000000000E+000
#    -39    13      -1.0000000000E+000
#    -39    14      -1.0000000000E+000
#    -39    15      -1.0000000000E+000
#    -39    16      -1.0000000000E+000
#    -39    17      -1.0000000000E+000
#    -39    18      -1.0000000000E+000
#    -39    19      -1.0000000000E+000
#    -39    20      -1.0000000000E+000
#    -39    21      -1.0000000000E+000
#    -39    22      -1.0000000000E+000
#    -39    23      -1.0000000000E+000
#    -39    24      -1.0000000000E+000
#    -39    25      -1.0000000000E+000
#    -39    26      -1.0000000000E+000
#    -39    27      -1.0000000000E+000
#    -39    28      -1.0000000000E+000
#    -39    29      -1.0000000000E+000
#    -39    30      -1.0000000000E+000
#    -39    31      -1.0000000000E+000
#    -39    32      -1.0000000000E+000
#    -39    33      -1.0000000000E+000
#    -38   -16      -1.0000000000E+000
#    -38   -15      -1.0000000000E+000
#    -38   -14      -1.0000000000E+000
#    -38   -13      -1.0000000000E+000
#    -38   -12      -1.0000000000E+000
#    -38   -11      -1.0000000000E+000
#    -38   -10      -1.0000000000E+000
#    -38    -9      -1.0000000000E+000
#    -38    -8      -1.0000000000E+000
#    -38    -7      -1.0000000000E+000
#    -38    -6      -1.0000000000E+000
#    -38    -5      -1.0000000000E+000
#    -38    -4      -1.0000000000E+000
#    -38    -3      -1.0000000000E+000
#    -38    -2      -1.0000000000E+000
#    -38    -1      -1.0000000000E+000
#    -38     0      -1.0000000000E+000
#    -38     1      -1.0000000000E+000
#    -38     2      -1.0000000000E+000
#    -38     3      -1.0000000000E+000
#    -38     4      -1.0000000000E+000
#    -38     5      -1.0000000000E+000
#    -38     6      -1.0000000000E+000
#    -38     7      -1.0000000000E+000
#    -38     8      -1.0000000000E+000
#    -38     9      -1.0000000000E+000
#    -38    10      -1.0000000000E+000
#    -38    11      -1.0000000000E+000
#    -38    12      -1.0000000000E+000
#    -38    13      -1.0000000000E+000
#    -38    14      -1.0000000000E+000
#    -38    15      -1.0000000000E+000
#    -38    16      -1.0000000000E+000
#    -38    17      -1.0000000000E+000
#    -38    18      -1.0000000000E+000
#    -38    19      -1.0000000000E+000
#    -38    20      -1.0000000000E+000
#    -38    21      -1.0000000000E+000
#    -38    22      -1.0000000000E+000
#    -38    23      -1.0000000000E+000
#    -38    24      -1.0000000000E+000
#    -38    25      -1.0000000000E+000
#    -38    26      -1.0000000000E+000
#    -38    27      -1.0000000000E+000
#    -38    28      -1.0000000000E+000
#    -38    29      -1.0000000000E+000
#    -38    30      -1.0000000000E+000
#    -38    31      -1.0000000000E+000
#    -38    32      -1.0000000000E+000
#    -38    33      -1.0000000000E+000
#    -37   -17      -1.0000000000E+000
#    -37   -16      -1.0000000000E+000
#    -37   -15      -1.0000000000E+000
#    -37   -14      -1.0000000000E+000
#    -37   -13      -1.0000000000E+000
#    -37   -12      -1.0000000000E+000
#    -37   -11      -1.0000000000E+000
#    -37   -10      -1.0000000000E+000
#    -37    -9      -1.0000000000E+000
#    -37    -8      -1.0000000000E+000
#    -37    -7      -1.0000000000E+000
#    -37    -6      -1.0000000000E+000
#    -37    -5      -1.0000000000E+000
#    -37    -4      -1.0000000000E+000
#    -37    -3      -1.0000000000E+000
#    -37    -2      -1.0000000000E+000
#    -37    -1      -1.0000000000E+000
#    -37     0      -1.0000000000E+000
#    -37     1      -1.0000000000E+000
#    -37     2      -1.0000000000E+000
#    -37     3      -1.0000000000E+000
#    -37     4      -1.0000000000E+000
#    -37     5      -1.0000000000E+000
#    -37     6      -1.0000000000E+000
#    -37     7      -1.0000000000E+000
#    -37     8      -1.0000000000E+000
#    -37     9      -1.0000000000E+000
#    -37    10      -1.0000000000E+000
#    -37    11      -1.0000000000E+000
#    -37    12      -1.0000000000E+000
#    -37    13      -1.0000000000E+000
#    -37    14      -1.0000000000E+000
#    -37    15      -1.0000000000E+000
#    -37    16      -1.0000000000E+000
#    -37    17      -1.0000000000E+000
#    -37    18      -1.0000000000E+000
#    -37    19      -1.0000000000E+000
#    -37    20      -1.0000000000E+000
#    -37    21      -1.0000000000E+000
#    -37    22      -1.0000000000E+000
#    -37    23      -1.0000000000E+000
#    -37    24      -1.0000000000E+000
#    -37    25      -1.0000000000E+000
#    -37    26      -1.0000000000E+000
#    -37    27      -1.0000000000E+000
#    -37    28      -1.0000000000E+000
#    -37    29      -1.0000000000E+000
#    -37    30      -1.0000000000E+000
#    -37    31      -1.0000000000E+000
#    -37    32      -1.0000000000E+000
#    -37    33      -1.0000000000E+000
#    -36   -18      -1.0000000000E+000
#    -36   -17      -1.0000000000E+000
#    -36   -16      -1.0000000000E+000
#    -36   -15      -1.0000000000E+000
#    -36   -14      -1.0000000000E+000
#    -36   -13      -1.0000000000E+000
#    -36   -12      -1.0000000000E+000
#    -36   -11      -1.0000000000E+000
#    -36   -10      -1.0000000000E+000
#    -36    -9      -1.0000000000E+000
#    -36    -8      -1.0000000000E+000
#    -36    -7      -1.0000000000E+000
#    -36    -6      -1.0000000000E+000
#    -36    -5      -1.0000000000E+000
#    -36    -4      -1.0000000000E+000
#    -36    -3      -1.0000000000E+000
#    -36    -2      -1.0000000000E+000
#    -36    -1      -1.0000000000E+000
#    -36     0      -1.0000000000E+000
#    -36     1      -1.0000000000E+000
#    -36     2      -1.0000000000E+000
#    -36     3      -1.0000000000E+000
#    -36     4      -1.0000000000E+000
#    -36     5      -1.0000000000E+000
#    -36     6      -1.0000000000E+000
#    -36     7      -1.0000000000E+000
#    -36     8      -1.0000000000E+000
#    -36     9      -1.0000000000E+000
#    -36    10      -1.0000000000E+000
#    -36    11      -1.0000000000E+000
#    -36    12      -1.0000000000E+000
#    -36    13      -1.0000000000E+000
#    -36    14      -1.0000000000E+000
#    -36    15      -1.0000000000E+000
#    -36    16      -1.0000000000E+000
#    -36    17      -1.0000000000E+000
#    -36    18      -1.0000000000E+000
#    -36    19      -1.0000000000E+000
#    -36    20      -1.0000000000E+000
#    -36    21      -1.0000000000E+000
#    -36    22      -1.0000000000E+000
#    -36    23      -1.0000000000E+000
#    -36    24      -1.0000000000E+000
#    -36    25      -1.0000000000E+000
#    -36    26      -1.0000000000E+000
#    -36    27      -1.0000000000E+000
#    -36    28      -1.0000000000E+000
#    -36    29      -1.0000000000E+000
#    -36    30      -1.0000000000E+000
#    -36    31      -1.0000000000E+000
#    -36    32      -1.0000000000E+000
#    -36    33      -1.0000000000E+000
#    -35   -19      -1.0000000000E+000
#    -35   -18      -1.0000000000E+000
#    -35   -17      -1.0000000000E+000
#    -35   -16      -1.0000000000E+000
#    -35   -15      -1.0000000000E+000
#    -35   -14      -1.0000000000E+000
#    -35   -13      -1.0000000000E+000
#    -35   -12      -1.0000000000E+000
#    -35   -11      -1.0000000000E+000
#    -35   -10      -1.0000000000E+000
#    -35    -9      -1.0000000000E+000
#    -35    -8      -1.0000000000E+000
#    -35    -7      -1.0000000000E+000
#    -35    -6      -1.0000000000E+000
#    -35    -5      -1.0000000000E+000
#    -35    -4      -1.0000000000E+000
#    -35    -3      -1.0000000000E+000
#    -35    -2      -1.0000000000E+000
#    -35    -1      -1.0000000000E+000
#    -35     0      -1.0000000000E+000
#    -35     1      -1.0000000000E+000
#    -35     2      -1.0000000000E+000
#    -35     3      -1.0000000000E+000
#    -35     4      -1.0000000000E+000
#    -35     5      -1.0000000000E+000
#    -35     6      -1.0000000000E+000
#    -35     7      -1.0000000000E+000
#    -35     8      -1.0000000000E+000
#    -35     9      -1.0000000000E+000
#    -35    10      -1.0000000000E+000
#    -35    11      -1.0000000000E+000
#    -35    12      -1.0000000000E+000
#    -35    13      -1.0000000000E+000
#    -35    14      -1.0000000000E+000
#    -35    15      -1.0000000000E+000
#    -35    16      -1.0000000000E+000
#    -35    17      -1.0000000000E+000
#    -35    18      -1.0000000000E+000
#    -35    19      -1.0000000000E+000
#    -35    20      -1.0000000000E+000
#    -35    21      -1.0000000000E+000
#    -35    22      -1.0000000000E+000
#    -35    23      -1.0000000000E+000
#    -35    24      -1.0000000000E+000
#    -35    25      -1.0000000000E+000
#    -35    26      -1.0000000000E+000
#    -35    27      -1.0000000000E+000
#    -35    28      -1.0000000000E+000
#    -35    29      -1.0000000000E+000
#    -35    30      -1.0000000000E+000
#    -35    31      -1.0000000000E+000
#    -35    32      -1.0000000000E+000
#    -35    33      -1.0000000000E+000
#    -34   -20      -1.0000000000E+000
#    -34   -19      -1.0000000000E+000
#    -34   -18      -1.0000000000E+000
#    -34   -17      -1.0000000000E+000
#    -34   -16      -1.0000000000E+000
#    -34   -15      -1.0000000000E+000
#    -34   -14      -1.0000000000E+000
#    -34   -13      -1.0000000000E+000
#    -34   -12      -1.0000000000E+000
#    -34   -11      -1.0000000000E+000
